"data","prod","zona","area","sottoarea","key","latitudine","longitudine"
2016-05-28,1,7,18,138,"7-18-138",45.6842500731707,12.258809902439
2016-05-29,1,7,18,138,"7-18-138",45.6842500731707,12.258809902439
2016-05-20,2,7,18,138,"7-18-138",45.6842500731707,12.258809902439
2016-05-21,2,7,18,138,"7-18-138",45.6842500731707,12.258809902439
2016-05-22,2,7,18,138,"7-18-138",45.6842500731707,12.258809902439
2016-05-23,2,7,18,138,"7-18-138",45.6842500731707,12.258809902439
2016-05-24,2,7,18,138,"7-18-138",45.6842500731707,12.258809902439
2016-05-25,2,7,18,138,"7-18-138",45.6842500731707,12.258809902439
2016-05-26,2,7,18,138,"7-18-138",45.6842500731707,12.258809902439
2016-05-27,2,7,18,138,"7-18-138",45.6842500731707,12.258809902439
2016-05-28,2,7,18,138,"7-18-138",45.6842500731707,12.258809902439
2016-05-29,2,7,18,138,"7-18-138",45.6842500731707,12.258809902439
2016-05-20,1,8,19,54,"8-19-54",42.0326712380952,12.4445014761905
2016-05-21,1,8,19,54,"8-19-54",42.0326712380952,12.4445014761905
2016-05-22,1,8,19,54,"8-19-54",42.0326712380952,12.4445014761905
2016-05-23,1,8,19,54,"8-19-54",42.0326712380952,12.4445014761905
2016-05-24,1,8,19,54,"8-19-54",42.0326712380952,12.4445014761905
2016-05-25,1,8,19,54,"8-19-54",42.0326712380952,12.4445014761905
2016-05-26,1,8,19,54,"8-19-54",42.0326712380952,12.4445014761905
2016-05-27,1,8,19,54,"8-19-54",42.0326712380952,12.4445014761905
2016-05-28,1,8,19,54,"8-19-54",42.0326712380952,12.4445014761905
2016-05-29,1,8,19,54,"8-19-54",42.0326712380952,12.4445014761905
2016-05-20,2,8,19,54,"8-19-54",42.0326712380952,12.4445014761905
2016-05-21,2,8,19,54,"8-19-54",42.0326712380952,12.4445014761905
2016-05-22,2,8,19,54,"8-19-54",42.0326712380952,12.4445014761905
2016-05-23,2,8,19,54,"8-19-54",42.0326712380952,12.4445014761905
2016-05-24,2,8,19,54,"8-19-54",42.0326712380952,12.4445014761905
2016-05-25,2,8,19,54,"8-19-54",42.0326712380952,12.4445014761905
2016-05-26,2,8,19,54,"8-19-54",42.0326712380952,12.4445014761905
2016-05-27,2,8,19,54,"8-19-54",42.0326712380952,12.4445014761905
2016-05-28,2,8,19,54,"8-19-54",42.0326712380952,12.4445014761905
2016-05-29,2,8,19,54,"8-19-54",42.0326712380952,12.4445014761905
2016-05-20,1,8,19,55,"8-19-55",42.2267199298246,12.8778792339181
2016-05-21,1,8,19,55,"8-19-55",42.2267199298246,12.8778792339181
2016-05-22,1,8,19,55,"8-19-55",42.2267199298246,12.8778792339181
2016-05-23,1,8,19,55,"8-19-55",42.2267199298246,12.8778792339181
2016-05-24,1,8,19,55,"8-19-55",42.2267199298246,12.8778792339181
2016-05-25,1,8,19,55,"8-19-55",42.2267199298246,12.8778792339181
2016-05-26,1,8,19,55,"8-19-55",42.2267199298246,12.8778792339181
2016-05-27,1,8,19,55,"8-19-55",42.2267199298246,12.8778792339181
2016-05-28,1,8,19,55,"8-19-55",42.2267199298246,12.8778792339181
2016-05-29,1,8,19,55,"8-19-55",42.2267199298246,12.8778792339181
2016-05-20,2,8,19,55,"8-19-55",42.2267199298246,12.8778792339181
2016-05-21,2,8,19,55,"8-19-55",42.2267199298246,12.8778792339181
2016-05-22,2,8,19,55,"8-19-55",42.2267199298246,12.8778792339181
2016-05-23,2,8,19,55,"8-19-55",42.2267199298246,12.8778792339181
2016-05-24,2,8,19,55,"8-19-55",42.2267199298246,12.8778792339181
2016-05-25,2,8,19,55,"8-19-55",42.2267199298246,12.8778792339181
2016-05-26,2,8,19,55,"8-19-55",42.2267199298246,12.8778792339181
2016-05-27,2,8,19,55,"8-19-55",42.2267199298246,12.8778792339181
2016-05-28,2,8,19,55,"8-19-55",42.2267199298246,12.8778792339181
2016-05-29,2,8,19,55,"8-19-55",42.2267199298246,12.8778792339181
2016-05-20,1,8,20,56,"8-20-56",42.1332155555556,12.4059702222222
2016-05-21,1,8,20,56,"8-20-56",42.1332155555556,12.4059702222222
2016-05-22,1,8,20,56,"8-20-56",42.1332155555556,12.4059702222222
2016-05-23,1,8,20,56,"8-20-56",42.1332155555556,12.4059702222222
2016-05-24,1,8,20,56,"8-20-56",42.1332155555556,12.4059702222222
2016-05-25,1,8,20,56,"8-20-56",42.1332155555556,12.4059702222222
2016-05-26,1,8,20,56,"8-20-56",42.1332155555556,12.4059702222222
2016-05-27,1,8,20,56,"8-20-56",42.1332155555556,12.4059702222222
2016-05-28,1,8,20,56,"8-20-56",42.1332155555556,12.4059702222222
2016-05-29,1,8,20,56,"8-20-56",42.1332155555556,12.4059702222222
2016-05-20,2,8,20,56,"8-20-56",42.1332155555556,12.4059702222222
2016-05-21,2,8,20,56,"8-20-56",42.1332155555556,12.4059702222222
2016-05-22,2,8,20,56,"8-20-56",42.1332155555556,12.4059702222222
2016-05-23,2,8,20,56,"8-20-56",42.1332155555556,12.4059702222222
2016-05-24,2,8,20,56,"8-20-56",42.1332155555556,12.4059702222222
2016-05-25,2,8,20,56,"8-20-56",42.1332155555556,12.4059702222222
2016-05-26,2,8,20,56,"8-20-56",42.1332155555556,12.4059702222222
2016-05-27,2,8,20,56,"8-20-56",42.1332155555556,12.4059702222222
2016-05-28,2,8,20,56,"8-20-56",42.1332155555556,12.4059702222222
2016-05-29,2,8,20,56,"8-20-56",42.1332155555556,12.4059702222222
2016-05-20,1,8,20,57,"8-20-57",42.3684441437909,12.0957755555556
2016-05-21,1,8,20,57,"8-20-57",42.3684441437909,12.0957755555556
2016-05-22,1,8,20,57,"8-20-57",42.3684441437909,12.0957755555556
2016-05-23,1,8,20,57,"8-20-57",42.3684441437909,12.0957755555556
2016-05-24,1,8,20,57,"8-20-57",42.3684441437909,12.0957755555556
2016-05-25,1,8,20,57,"8-20-57",42.3684441437909,12.0957755555556
2016-05-26,1,8,20,57,"8-20-57",42.3684441437909,12.0957755555556
2016-05-27,1,8,20,57,"8-20-57",42.3684441437909,12.0957755555556
2016-05-28,1,8,20,57,"8-20-57",42.3684441437909,12.0957755555556
2016-05-29,1,8,20,57,"8-20-57",42.3684441437909,12.0957755555556
2016-05-20,2,8,20,57,"8-20-57",42.3684441437909,12.0957755555556
2016-05-21,2,8,20,57,"8-20-57",42.3684441437909,12.0957755555556
2016-05-22,2,8,20,57,"8-20-57",42.3684441437909,12.0957755555556
2016-05-23,2,8,20,57,"8-20-57",42.3684441437909,12.0957755555556
2016-05-24,2,8,20,57,"8-20-57",42.3684441437909,12.0957755555556
2016-05-25,2,8,20,57,"8-20-57",42.3684441437909,12.0957755555556
2016-05-26,2,8,20,57,"8-20-57",42.3684441437909,12.0957755555556
2016-05-27,2,8,20,57,"8-20-57",42.3684441437909,12.0957755555556
2016-05-28,2,8,20,57,"8-20-57",42.3684441437909,12.0957755555556
2016-05-29,2,8,20,57,"8-20-57",42.3684441437909,12.0957755555556
2016-05-20,1,8,21,58,"8-21-58",41.525132372549,13.4680524607843
2016-05-21,1,8,21,58,"8-21-58",41.525132372549,13.4680524607843
2016-05-22,1,8,21,58,"8-21-58",41.525132372549,13.4680524607843
2016-05-23,1,8,21,58,"8-21-58",41.525132372549,13.4680524607843
2016-05-24,1,8,21,58,"8-21-58",41.525132372549,13.4680524607843
2016-05-25,1,8,21,58,"8-21-58",41.525132372549,13.4680524607843
2016-05-26,1,8,21,58,"8-21-58",41.525132372549,13.4680524607843
2016-05-27,1,8,21,58,"8-21-58",41.525132372549,13.4680524607843
2016-05-28,1,8,21,58,"8-21-58",41.525132372549,13.4680524607843
2016-05-29,1,8,21,58,"8-21-58",41.525132372549,13.4680524607843
2016-05-20,2,8,21,58,"8-21-58",41.525132372549,13.4680524607843
2016-05-21,2,8,21,58,"8-21-58",41.525132372549,13.4680524607843
2016-05-22,2,8,21,58,"8-21-58",41.525132372549,13.4680524607843
2016-05-23,2,8,21,58,"8-21-58",41.525132372549,13.4680524607843
2016-05-24,2,8,21,58,"8-21-58",41.525132372549,13.4680524607843
2016-05-25,2,8,21,58,"8-21-58",41.525132372549,13.4680524607843
2016-05-26,2,8,21,58,"8-21-58",41.525132372549,13.4680524607843
2016-05-27,2,8,21,58,"8-21-58",41.525132372549,13.4680524607843
2016-05-28,2,8,21,58,"8-21-58",41.525132372549,13.4680524607843
2016-05-29,2,8,21,58,"8-21-58",41.525132372549,13.4680524607843
2016-05-20,1,8,21,59,"8-21-59",41.4905233125,12.9057595625
2016-05-21,1,8,21,59,"8-21-59",41.4905233125,12.9057595625
2016-05-22,1,8,21,59,"8-21-59",41.4905233125,12.9057595625
2016-05-23,1,8,21,59,"8-21-59",41.4905233125,12.9057595625
2016-05-24,1,8,21,59,"8-21-59",41.4905233125,12.9057595625
2016-05-25,1,8,21,59,"8-21-59",41.4905233125,12.9057595625
2016-05-26,1,8,21,59,"8-21-59",41.4905233125,12.9057595625
2016-05-27,1,8,21,59,"8-21-59",41.4905233125,12.9057595625
2016-05-28,1,8,21,59,"8-21-59",41.4905233125,12.9057595625
2016-05-29,1,8,21,59,"8-21-59",41.4905233125,12.9057595625
2016-05-20,2,8,21,59,"8-21-59",41.4905233125,12.9057595625
2016-05-21,2,8,21,59,"8-21-59",41.4905233125,12.9057595625
2016-05-22,2,8,21,59,"8-21-59",41.4905233125,12.9057595625
2016-05-23,2,8,21,59,"8-21-59",41.4905233125,12.9057595625
2016-05-24,2,8,21,59,"8-21-59",41.4905233125,12.9057595625
2016-05-25,2,8,21,59,"8-21-59",41.4905233125,12.9057595625
2016-05-26,2,8,21,59,"8-21-59",41.4905233125,12.9057595625
2016-05-27,2,8,21,59,"8-21-59",41.4905233125,12.9057595625
2016-05-28,2,8,21,59,"8-21-59",41.4905233125,12.9057595625
2016-05-29,2,8,21,59,"8-21-59",41.4905233125,12.9057595625
2016-05-20,1,8,22,60,"8-22-60",41.6953395263158,12.7563614315789
2016-05-21,1,8,22,60,"8-22-60",41.6953395263158,12.7563614315789
2016-05-22,1,8,22,60,"8-22-60",41.6953395263158,12.7563614315789
2016-05-23,1,8,22,60,"8-22-60",41.6953395263158,12.7563614315789
2016-05-24,1,8,22,60,"8-22-60",41.6953395263158,12.7563614315789
2016-05-25,1,8,22,60,"8-22-60",41.6953395263158,12.7563614315789
2016-05-26,1,8,22,60,"8-22-60",41.6953395263158,12.7563614315789
2016-05-27,1,8,22,60,"8-22-60",41.6953395263158,12.7563614315789
2016-05-28,1,8,22,60,"8-22-60",41.6953395263158,12.7563614315789
2016-05-29,1,8,22,60,"8-22-60",41.6953395263158,12.7563614315789
2016-05-20,2,8,22,60,"8-22-60",41.6953395263158,12.7563614315789
2016-05-21,2,8,22,60,"8-22-60",41.6953395263158,12.7563614315789
2016-05-22,2,8,22,60,"8-22-60",41.6953395263158,12.7563614315789
2016-05-23,2,8,22,60,"8-22-60",41.6953395263158,12.7563614315789
2016-05-24,2,8,22,60,"8-22-60",41.6953395263158,12.7563614315789
2016-05-25,2,8,22,60,"8-22-60",41.6953395263158,12.7563614315789
2016-05-26,2,8,22,60,"8-22-60",41.6953395263158,12.7563614315789
2016-05-27,2,8,22,60,"8-22-60",41.6953395263158,12.7563614315789
2016-05-28,2,8,22,60,"8-22-60",41.6953395263158,12.7563614315789
2016-05-29,2,8,22,60,"8-22-60",41.6953395263158,12.7563614315789
2016-05-20,1,9,27,61,"9-27-61",44.3109696052632,9.52927073026316
2016-05-21,1,9,27,61,"9-27-61",44.3109696052632,9.52927073026316
2016-05-22,1,9,27,61,"9-27-61",44.3109696052632,9.52927073026316
2016-05-23,1,9,27,61,"9-27-61",44.3109696052632,9.52927073026316
2016-05-24,1,9,27,61,"9-27-61",44.3109696052632,9.52927073026316
2016-05-25,1,9,27,61,"9-27-61",44.3109696052632,9.52927073026316
2016-05-26,1,9,27,61,"9-27-61",44.3109696052632,9.52927073026316
2016-05-27,1,9,27,61,"9-27-61",44.3109696052632,9.52927073026316
2016-05-28,1,9,27,61,"9-27-61",44.3109696052632,9.52927073026316
2016-05-29,1,9,27,61,"9-27-61",44.3109696052632,9.52927073026316
2016-05-20,2,9,27,61,"9-27-61",44.3109696052632,9.52927073026316
2016-05-21,2,9,27,61,"9-27-61",44.3109696052632,9.52927073026316
2016-05-22,2,9,27,61,"9-27-61",44.3109696052632,9.52927073026316
2016-05-23,2,9,27,61,"9-27-61",44.3109696052632,9.52927073026316
2016-05-24,2,9,27,61,"9-27-61",44.3109696052632,9.52927073026316
2016-05-25,2,9,27,61,"9-27-61",44.3109696052632,9.52927073026316
2016-05-26,2,9,27,61,"9-27-61",44.3109696052632,9.52927073026316
2016-05-27,2,9,27,61,"9-27-61",44.3109696052632,9.52927073026316
2016-05-28,2,9,27,61,"9-27-61",44.3109696052632,9.52927073026316
2016-05-29,2,9,27,61,"9-27-61",44.3109696052632,9.52927073026316
2016-05-20,1,9,28,62,"9-28-62",44.1522422790698,8.17759774418605
2016-05-21,1,9,28,62,"9-28-62",44.1522422790698,8.17759774418605
2016-05-22,1,9,28,62,"9-28-62",44.1522422790698,8.17759774418605
2016-05-23,1,9,28,62,"9-28-62",44.1522422790698,8.17759774418605
2016-05-24,1,9,28,62,"9-28-62",44.1522422790698,8.17759774418605
2016-05-25,1,9,28,62,"9-28-62",44.1522422790698,8.17759774418605
2016-05-26,1,9,28,62,"9-28-62",44.1522422790698,8.17759774418605
2016-05-27,1,9,28,62,"9-28-62",44.1522422790698,8.17759774418605
2016-05-28,1,9,28,62,"9-28-62",44.1522422790698,8.17759774418605
2016-05-29,1,9,28,62,"9-28-62",44.1522422790698,8.17759774418605
2016-05-20,2,9,28,62,"9-28-62",44.1522422790698,8.17759774418605
2016-05-21,2,9,28,62,"9-28-62",44.1522422790698,8.17759774418605
2016-05-22,2,9,28,62,"9-28-62",44.1522422790698,8.17759774418605
2016-05-23,2,9,28,62,"9-28-62",44.1522422790698,8.17759774418605
2016-05-24,2,9,28,62,"9-28-62",44.1522422790698,8.17759774418605
2016-05-25,2,9,28,62,"9-28-62",44.1522422790698,8.17759774418605
2016-05-26,2,9,28,62,"9-28-62",44.1522422790698,8.17759774418605
2016-05-27,2,9,28,62,"9-28-62",44.1522422790698,8.17759774418605
2016-05-28,2,9,28,62,"9-28-62",44.1522422790698,8.17759774418605
2016-05-29,2,9,28,62,"9-28-62",44.1522422790698,8.17759774418605
2016-05-20,1,9,28,63,"9-28-63",44.5265934516129,8.94289661290322
2016-05-21,1,9,28,63,"9-28-63",44.5265934516129,8.94289661290322
2016-05-22,1,9,28,63,"9-28-63",44.5265934516129,8.94289661290322
2016-05-23,1,9,28,63,"9-28-63",44.5265934516129,8.94289661290322
2016-05-24,1,9,28,63,"9-28-63",44.5265934516129,8.94289661290322
2016-05-25,1,9,28,63,"9-28-63",44.5265934516129,8.94289661290322
2016-05-26,1,9,28,63,"9-28-63",44.5265934516129,8.94289661290322
2016-05-27,1,9,28,63,"9-28-63",44.5265934516129,8.94289661290322
2016-05-28,1,9,28,63,"9-28-63",44.5265934516129,8.94289661290322
2016-05-29,1,9,28,63,"9-28-63",44.5265934516129,8.94289661290322
2016-05-20,2,9,28,63,"9-28-63",44.5265934516129,8.94289661290322
2016-05-21,2,9,28,63,"9-28-63",44.5265934516129,8.94289661290322
2016-05-22,2,9,28,63,"9-28-63",44.5265934516129,8.94289661290322
2016-05-23,2,9,28,63,"9-28-63",44.5265934516129,8.94289661290322
2016-05-24,2,9,28,63,"9-28-63",44.5265934516129,8.94289661290322
2016-05-25,2,9,28,63,"9-28-63",44.5265934516129,8.94289661290322
2016-05-26,2,9,28,63,"9-28-63",44.5265934516129,8.94289661290322
2016-05-27,2,9,28,63,"9-28-63",44.5265934516129,8.94289661290322
2016-05-28,2,9,28,63,"9-28-63",44.5265934516129,8.94289661290322
2016-05-29,2,9,28,63,"9-28-63",44.5265934516129,8.94289661290322
2016-05-20,1,10,23,22,"10-23-22",45.8171103333333,9.61259948148148
2016-05-21,1,10,23,22,"10-23-22",45.8171103333333,9.61259948148148
2016-05-22,1,10,23,22,"10-23-22",45.8171103333333,9.61259948148148
2016-05-23,1,10,23,22,"10-23-22",45.8171103333333,9.61259948148148
2016-05-24,1,10,23,22,"10-23-22",45.8171103333333,9.61259948148148
2016-05-25,1,10,23,22,"10-23-22",45.8171103333333,9.61259948148148
2016-05-26,1,10,23,22,"10-23-22",45.8171103333333,9.61259948148148
2016-05-27,1,10,23,22,"10-23-22",45.8171103333333,9.61259948148148
2016-05-28,1,10,23,22,"10-23-22",45.8171103333333,9.61259948148148
2016-05-29,1,10,23,22,"10-23-22",45.8171103333333,9.61259948148148
2016-05-20,2,10,23,22,"10-23-22",45.8171103333333,9.61259948148148
2016-05-21,2,10,23,22,"10-23-22",45.8171103333333,9.61259948148148
2016-05-22,2,10,23,22,"10-23-22",45.8171103333333,9.61259948148148
2016-05-23,2,10,23,22,"10-23-22",45.8171103333333,9.61259948148148
2016-05-24,2,10,23,22,"10-23-22",45.8171103333333,9.61259948148148
2016-05-25,2,10,23,22,"10-23-22",45.8171103333333,9.61259948148148
2016-05-26,2,10,23,22,"10-23-22",45.8171103333333,9.61259948148148
2016-05-27,2,10,23,22,"10-23-22",45.8171103333333,9.61259948148148
2016-05-28,2,10,23,22,"10-23-22",45.8171103333333,9.61259948148148
2016-05-29,2,10,23,22,"10-23-22",45.8171103333333,9.61259948148148
2016-05-20,1,10,23,23,"10-23-23",45.7501931621622,9.86797756756757
2016-05-21,1,10,23,23,"10-23-23",45.7501931621622,9.86797756756757
2016-05-22,1,10,23,23,"10-23-23",45.7501931621622,9.86797756756757
2016-05-23,1,10,23,23,"10-23-23",45.7501931621622,9.86797756756757
2016-05-24,1,10,23,23,"10-23-23",45.7501931621622,9.86797756756757
2016-05-25,1,10,23,23,"10-23-23",45.7501931621622,9.86797756756757
2016-05-26,1,10,23,23,"10-23-23",45.7501931621622,9.86797756756757
2016-05-27,1,10,23,23,"10-23-23",45.7501931621622,9.86797756756757
2016-05-28,1,10,23,23,"10-23-23",45.7501931621622,9.86797756756757
2016-05-29,1,10,23,23,"10-23-23",45.7501931621622,9.86797756756757
2016-05-20,2,10,23,23,"10-23-23",45.7501931621622,9.86797756756757
2016-05-21,2,10,23,23,"10-23-23",45.7501931621622,9.86797756756757
2016-05-22,2,10,23,23,"10-23-23",45.7501931621622,9.86797756756757
2016-05-23,2,10,23,23,"10-23-23",45.7501931621622,9.86797756756757
2016-05-24,2,10,23,23,"10-23-23",45.7501931621622,9.86797756756757
2016-05-25,2,10,23,23,"10-23-23",45.7501931621622,9.86797756756757
2016-05-26,2,10,23,23,"10-23-23",45.7501931621622,9.86797756756757
2016-05-27,2,10,23,23,"10-23-23",45.7501931621622,9.86797756756757
2016-05-28,2,10,23,23,"10-23-23",45.7501931621622,9.86797756756757
2016-05-29,2,10,23,23,"10-23-23",45.7501931621622,9.86797756756757
2016-05-20,1,10,24,28,"10-24-28",45.704546112782,10.2623443458647
2016-05-21,1,10,24,28,"10-24-28",45.704546112782,10.2623443458647
2016-05-22,1,10,24,28,"10-24-28",45.704546112782,10.2623443458647
2016-05-23,1,10,24,28,"10-24-28",45.704546112782,10.2623443458647
2016-05-24,1,10,24,28,"10-24-28",45.704546112782,10.2623443458647
2016-05-25,1,10,24,28,"10-24-28",45.704546112782,10.2623443458647
2016-05-26,1,10,24,28,"10-24-28",45.704546112782,10.2623443458647
2016-05-27,1,10,24,28,"10-24-28",45.704546112782,10.2623443458647
2016-05-28,1,10,24,28,"10-24-28",45.704546112782,10.2623443458647
2016-05-29,1,10,24,28,"10-24-28",45.704546112782,10.2623443458647
2016-05-20,2,10,24,28,"10-24-28",45.704546112782,10.2623443458647
2016-05-21,2,10,24,28,"10-24-28",45.704546112782,10.2623443458647
2016-05-22,2,10,24,28,"10-24-28",45.704546112782,10.2623443458647
2016-05-23,2,10,24,28,"10-24-28",45.704546112782,10.2623443458647
2016-05-24,2,10,24,28,"10-24-28",45.704546112782,10.2623443458647
2016-05-25,2,10,24,28,"10-24-28",45.704546112782,10.2623443458647
2016-05-26,2,10,24,28,"10-24-28",45.704546112782,10.2623443458647
2016-05-27,2,10,24,28,"10-24-28",45.704546112782,10.2623443458647
2016-05-28,2,10,24,28,"10-24-28",45.704546112782,10.2623443458647
2016-05-29,2,10,24,28,"10-24-28",45.704546112782,10.2623443458647
2016-05-20,1,10,25,29,"10-25-29",45.2342106107383,10.5750797718121
2016-05-21,1,10,25,29,"10-25-29",45.2342106107383,10.5750797718121
2016-05-22,1,10,25,29,"10-25-29",45.2342106107383,10.5750797718121
2016-05-23,1,10,25,29,"10-25-29",45.2342106107383,10.5750797718121
2016-05-24,1,10,25,29,"10-25-29",45.2342106107383,10.5750797718121
2016-05-25,1,10,25,29,"10-25-29",45.2342106107383,10.5750797718121
2016-05-26,1,10,25,29,"10-25-29",45.2342106107383,10.5750797718121
2016-05-27,1,10,25,29,"10-25-29",45.2342106107383,10.5750797718121
2016-05-28,1,10,25,29,"10-25-29",45.2342106107383,10.5750797718121
2016-05-29,1,10,25,29,"10-25-29",45.2342106107383,10.5750797718121
2016-05-20,2,10,25,29,"10-25-29",45.2342106107383,10.5750797718121
2016-05-21,2,10,25,29,"10-25-29",45.2342106107383,10.5750797718121
2016-05-22,2,10,25,29,"10-25-29",45.2342106107383,10.5750797718121
2016-05-23,2,10,25,29,"10-25-29",45.2342106107383,10.5750797718121
2016-05-24,2,10,25,29,"10-25-29",45.2342106107383,10.5750797718121
2016-05-25,2,10,25,29,"10-25-29",45.2342106107383,10.5750797718121
2016-05-26,2,10,25,29,"10-25-29",45.2342106107383,10.5750797718121
2016-05-27,2,10,25,29,"10-25-29",45.2342106107383,10.5750797718121
2016-05-28,2,10,25,29,"10-25-29",45.2342106107383,10.5750797718121
2016-05-29,2,10,25,29,"10-25-29",45.2342106107383,10.5750797718121
2016-05-20,1,10,26,66,"10-26-66",45.53007872,9.41654608
2016-05-21,1,10,26,66,"10-26-66",45.53007872,9.41654608
2016-05-22,1,10,26,66,"10-26-66",45.53007872,9.41654608
2016-05-23,1,10,26,66,"10-26-66",45.53007872,9.41654608
2016-05-24,1,10,26,66,"10-26-66",45.53007872,9.41654608
2016-05-25,1,10,26,66,"10-26-66",45.53007872,9.41654608
2016-05-26,1,10,26,66,"10-26-66",45.53007872,9.41654608
2016-05-27,1,10,26,66,"10-26-66",45.53007872,9.41654608
2016-05-28,1,10,26,66,"10-26-66",45.53007872,9.41654608
2016-05-29,1,10,26,66,"10-26-66",45.53007872,9.41654608
2016-05-20,2,10,26,66,"10-26-66",45.53007872,9.41654608
2016-05-21,2,10,26,66,"10-26-66",45.53007872,9.41654608
2016-05-22,2,10,26,66,"10-26-66",45.53007872,9.41654608
2016-05-23,2,10,26,66,"10-26-66",45.53007872,9.41654608
2016-05-24,2,10,26,66,"10-26-66",45.53007872,9.41654608
2016-05-25,2,10,26,66,"10-26-66",45.53007872,9.41654608
2016-05-26,2,10,26,66,"10-26-66",45.53007872,9.41654608
2016-05-27,2,10,26,66,"10-26-66",45.53007872,9.41654608
2016-05-28,2,10,26,66,"10-26-66",45.53007872,9.41654608
2016-05-29,2,10,26,66,"10-26-66",45.53007872,9.41654608
2016-05-20,1,10,26,67,"10-26-67",45.2716611735537,9.95618489256199
2016-05-21,1,10,26,67,"10-26-67",45.2716611735537,9.95618489256199
2016-05-22,1,10,26,67,"10-26-67",45.2716611735537,9.95618489256199
2016-05-23,1,10,26,67,"10-26-67",45.2716611735537,9.95618489256199
2016-05-24,1,10,26,67,"10-26-67",45.2716611735537,9.95618489256199
2016-05-25,1,10,26,67,"10-26-67",45.2716611735537,9.95618489256199
2016-05-26,1,10,26,67,"10-26-67",45.2716611735537,9.95618489256199
2016-05-27,1,10,26,67,"10-26-67",45.2716611735537,9.95618489256199
2016-05-28,1,10,26,67,"10-26-67",45.2716611735537,9.95618489256199
2016-05-29,1,10,26,67,"10-26-67",45.2716611735537,9.95618489256199
2016-05-20,2,10,26,67,"10-26-67",45.2716611735537,9.95618489256199
2016-05-21,2,10,26,67,"10-26-67",45.2716611735537,9.95618489256199
2016-05-22,2,10,26,67,"10-26-67",45.2716611735537,9.95618489256199
2016-05-23,2,10,26,67,"10-26-67",45.2716611735537,9.95618489256199
2016-05-24,2,10,26,67,"10-26-67",45.2716611735537,9.95618489256199
2016-05-25,2,10,26,67,"10-26-67",45.2716611735537,9.95618489256199
2016-05-26,2,10,26,67,"10-26-67",45.2716611735537,9.95618489256199
2016-05-27,2,10,26,67,"10-26-67",45.2716611735537,9.95618489256199
2016-05-28,2,10,26,67,"10-26-67",45.2716611735537,9.95618489256199
2016-05-29,2,10,26,67,"10-26-67",45.2716611735537,9.95618489256199
2016-05-20,1,11,29,45,"11-29-45",46.0522799180328,9.49078510655738
2016-05-21,1,11,29,45,"11-29-45",46.0522799180328,9.49078510655738
2016-05-22,1,11,29,45,"11-29-45",46.0522799180328,9.49078510655738
2016-05-23,1,11,29,45,"11-29-45",46.0522799180328,9.49078510655738
2016-05-24,1,11,29,45,"11-29-45",46.0522799180328,9.49078510655738
2016-05-25,1,11,29,45,"11-29-45",46.0522799180328,9.49078510655738
2016-05-26,1,11,29,45,"11-29-45",46.0522799180328,9.49078510655738
2016-05-27,1,11,29,45,"11-29-45",46.0522799180328,9.49078510655738
2016-05-28,1,11,29,45,"11-29-45",46.0522799180328,9.49078510655738
2016-05-29,1,11,29,45,"11-29-45",46.0522799180328,9.49078510655738
2016-05-20,2,11,29,45,"11-29-45",46.0522799180328,9.49078510655738
2016-05-21,2,11,29,45,"11-29-45",46.0522799180328,9.49078510655738
2016-05-22,2,11,29,45,"11-29-45",46.0522799180328,9.49078510655738
2016-05-23,2,11,29,45,"11-29-45",46.0522799180328,9.49078510655738
2016-05-24,2,11,29,45,"11-29-45",46.0522799180328,9.49078510655738
2016-05-25,2,11,29,45,"11-29-45",46.0522799180328,9.49078510655738
2016-05-26,2,11,29,45,"11-29-45",46.0522799180328,9.49078510655738
2016-05-27,2,11,29,45,"11-29-45",46.0522799180328,9.49078510655738
2016-05-28,2,11,29,45,"11-29-45",46.0522799180328,9.49078510655738
2016-05-29,2,11,29,45,"11-29-45",46.0522799180328,9.49078510655738
2016-05-20,1,11,29,46,"11-29-46",45.7619757301587,9.15392512698412
2016-05-21,1,11,29,46,"11-29-46",45.7619757301587,9.15392512698412
2016-05-22,1,11,29,46,"11-29-46",45.7619757301587,9.15392512698412
2016-05-23,1,11,29,46,"11-29-46",45.7619757301587,9.15392512698412
2016-05-24,1,11,29,46,"11-29-46",45.7619757301587,9.15392512698412
2016-05-25,1,11,29,46,"11-29-46",45.7619757301587,9.15392512698412
2016-05-26,1,11,29,46,"11-29-46",45.7619757301587,9.15392512698412
2016-05-27,1,11,29,46,"11-29-46",45.7619757301587,9.15392512698412
2016-05-28,1,11,29,46,"11-29-46",45.7619757301587,9.15392512698412
2016-05-29,1,11,29,46,"11-29-46",45.7619757301587,9.15392512698412
2016-05-20,2,11,29,46,"11-29-46",45.7619757301587,9.15392512698412
2016-05-21,2,11,29,46,"11-29-46",45.7619757301587,9.15392512698412
2016-05-22,2,11,29,46,"11-29-46",45.7619757301587,9.15392512698412
2016-05-23,2,11,29,46,"11-29-46",45.7619757301587,9.15392512698412
2016-05-24,2,11,29,46,"11-29-46",45.7619757301587,9.15392512698412
2016-05-25,2,11,29,46,"11-29-46",45.7619757301587,9.15392512698412
2016-05-26,2,11,29,46,"11-29-46",45.7619757301587,9.15392512698412
2016-05-27,2,11,29,46,"11-29-46",45.7619757301587,9.15392512698412
2016-05-28,2,11,29,46,"11-29-46",45.7619757301587,9.15392512698412
2016-05-29,2,11,29,46,"11-29-46",45.7619757301587,9.15392512698412
