"","Key","Anno","Mese","P1","P2","Total"
"1112","Zona_6-Area_14-Sottoarea_106",2016,8,0,0,0
"1113","Zona_6-Area_14-Sottoarea_106",2016,9,0,0,0
"1114","Zona_6-Area_14-Sottoarea_106",2016,10,0,0,0
"1115","Zona_6-Area_14-Sottoarea_106",2016,11,0,0,0
"1116","Zona_6-Area_14-Sottoarea_106",2016,12,0,0,0
"1117","Zona_6-Area_14-Sottoarea_107",2014,1,54,21,75
"1118","Zona_6-Area_14-Sottoarea_107",2014,2,55,23,78
"1119","Zona_6-Area_14-Sottoarea_107",2014,3,41,16,57
"1120","Zona_6-Area_14-Sottoarea_107",2014,4,58,18,76
"1121","Zona_6-Area_14-Sottoarea_107",2014,5,49,20,69
"1122","Zona_6-Area_14-Sottoarea_107",2014,6,55,18,73
"1123","Zona_6-Area_14-Sottoarea_107",2014,7,54,21,75
"1124","Zona_6-Area_14-Sottoarea_107",2014,8,39,15,54
"1125","Zona_6-Area_14-Sottoarea_107",2014,9,58,9,67
"1126","Zona_6-Area_14-Sottoarea_107",2014,10,72,29,101
"1127","Zona_6-Area_14-Sottoarea_107",2014,11,63,18,81
"1128","Zona_6-Area_14-Sottoarea_107",2014,12,50,21,71
"1129","Zona_6-Area_14-Sottoarea_107",2015,1,56,25,81
"1130","Zona_6-Area_14-Sottoarea_107",2015,2,64,23,87
"1131","Zona_6-Area_14-Sottoarea_107",2015,3,71,53,124
"1132","Zona_6-Area_14-Sottoarea_107",2015,4,59,42,101
"1133","Zona_6-Area_14-Sottoarea_107",2015,5,62,25,87
"1134","Zona_6-Area_14-Sottoarea_107",2015,6,57,19,76
"1135","Zona_6-Area_14-Sottoarea_107",2015,7,56,23,79
"1136","Zona_6-Area_14-Sottoarea_107",2015,8,41,16,57
"1137","Zona_6-Area_14-Sottoarea_107",2015,9,64,23,87
"1138","Zona_6-Area_14-Sottoarea_107",2015,10,68,31,99
"1139","Zona_6-Area_14-Sottoarea_107",2015,11,59,31,90
"1140","Zona_6-Area_14-Sottoarea_107",2015,12,53,21,74
"1141","Zona_6-Area_14-Sottoarea_107",2016,1,54,23,77
"1142","Zona_6-Area_14-Sottoarea_107",2016,2,74,32,106
"1143","Zona_6-Area_14-Sottoarea_107",2016,3,78,36,114
"1144","Zona_6-Area_14-Sottoarea_107",2016,4,65,81,146
"1145","Zona_6-Area_14-Sottoarea_107",2016,5,34,28,62
"1146","Zona_6-Area_14-Sottoarea_107",2016,6,0,0,0
"1147","Zona_6-Area_14-Sottoarea_107",2016,7,0,0,0
"1148","Zona_6-Area_14-Sottoarea_107",2016,8,0,0,0
"1149","Zona_6-Area_14-Sottoarea_107",2016,9,0,0,0
"1150","Zona_6-Area_14-Sottoarea_107",2016,10,0,0,0
"1151","Zona_6-Area_14-Sottoarea_107",2016,11,0,0,0
"1152","Zona_6-Area_14-Sottoarea_107",2016,12,0,0,0
"1153","Zona_7-Area_15-Sottoarea_21",2014,1,107,39,146
"1154","Zona_7-Area_15-Sottoarea_21",2014,2,120,53,173
"1155","Zona_7-Area_15-Sottoarea_21",2014,3,108,42,150
"1156","Zona_7-Area_15-Sottoarea_21",2014,4,113,52,165
"1157","Zona_7-Area_15-Sottoarea_21",2014,5,119,50,169
"1158","Zona_7-Area_15-Sottoarea_21",2014,6,98,46,144
"1159","Zona_7-Area_15-Sottoarea_21",2014,7,107,55,162
"1160","Zona_7-Area_15-Sottoarea_21",2014,8,72,47,119
"1161","Zona_7-Area_15-Sottoarea_21",2014,9,127,58,185
"1162","Zona_7-Area_15-Sottoarea_21",2014,10,132,86,218
"1163","Zona_7-Area_15-Sottoarea_21",2014,11,117,83,200
"1164","Zona_7-Area_15-Sottoarea_21",2014,12,93,64,157
"1165","Zona_7-Area_15-Sottoarea_21",2015,1,128,74,202
"1166","Zona_7-Area_15-Sottoarea_21",2015,2,116,92,208
"1167","Zona_7-Area_15-Sottoarea_21",2015,3,126,90,216
"1168","Zona_7-Area_15-Sottoarea_21",2015,4,112,78,190
"1169","Zona_7-Area_15-Sottoarea_21",2015,5,112,81,193
"1170","Zona_7-Area_15-Sottoarea_21",2015,6,114,76,190
"1171","Zona_7-Area_15-Sottoarea_21",2015,7,114,84,198
"1172","Zona_7-Area_15-Sottoarea_21",2015,8,90,54,144
"1173","Zona_7-Area_15-Sottoarea_21",2015,9,126,62,188
"1174","Zona_7-Area_15-Sottoarea_21",2015,10,132,85,217
"1175","Zona_7-Area_15-Sottoarea_21",2015,11,125,82,207
"1176","Zona_7-Area_15-Sottoarea_21",2015,12,115,73,188
"1177","Zona_7-Area_15-Sottoarea_21",2016,1,128,82,210
"1178","Zona_7-Area_15-Sottoarea_21",2016,2,148,97,245
"1179","Zona_7-Area_15-Sottoarea_21",2016,3,157,103,260
"1180","Zona_7-Area_15-Sottoarea_21",2016,4,137,61,198
"1181","Zona_7-Area_15-Sottoarea_21",2016,5,85,40,125
"1182","Zona_7-Area_15-Sottoarea_21",2016,6,0,0,0
"1183","Zona_7-Area_15-Sottoarea_21",2016,7,0,0,0
"1184","Zona_7-Area_15-Sottoarea_21",2016,8,0,0,0
"1185","Zona_7-Area_15-Sottoarea_21",2016,9,0,0,0
"1186","Zona_7-Area_15-Sottoarea_21",2016,10,0,0,0
"1187","Zona_7-Area_15-Sottoarea_21",2016,11,0,0,0
"1188","Zona_7-Area_15-Sottoarea_21",2016,12,0,0,0
"1189","Zona_7-Area_16-Sottoarea_100",2014,1,128,53,181
"1190","Zona_7-Area_16-Sottoarea_100",2014,2,118,55,173
"1191","Zona_7-Area_16-Sottoarea_100",2014,3,115,54,169
"1192","Zona_7-Area_16-Sottoarea_100",2014,4,122,56,178
"1193","Zona_7-Area_16-Sottoarea_100",2014,5,137,56,193
"1194","Zona_7-Area_16-Sottoarea_100",2014,6,131,53,184
"1195","Zona_7-Area_16-Sottoarea_100",2014,7,140,48,188
"1196","Zona_7-Area_16-Sottoarea_100",2014,8,105,48,153
"1197","Zona_7-Area_16-Sottoarea_100",2014,9,170,59,229
"1198","Zona_7-Area_16-Sottoarea_100",2014,10,196,67,263
"1199","Zona_7-Area_16-Sottoarea_100",2014,11,163,74,237
"1200","Zona_7-Area_16-Sottoarea_100",2014,12,123,80,203
"1201","Zona_7-Area_16-Sottoarea_100",2015,1,167,67,234
"1202","Zona_7-Area_16-Sottoarea_100",2015,2,165,91,256
"1203","Zona_7-Area_16-Sottoarea_100",2015,3,157,123,280
"1204","Zona_7-Area_16-Sottoarea_100",2015,4,126,88,214
"1205","Zona_7-Area_16-Sottoarea_100",2015,5,133,88,221
"1206","Zona_7-Area_16-Sottoarea_100",2015,6,151,90,241
"1207","Zona_7-Area_16-Sottoarea_100",2015,7,169,97,266
"1208","Zona_7-Area_16-Sottoarea_100",2015,8,117,59,176
"1209","Zona_7-Area_16-Sottoarea_100",2015,9,176,76,252
"1210","Zona_7-Area_16-Sottoarea_100",2015,10,178,99,277
"1211","Zona_7-Area_16-Sottoarea_100",2015,11,152,86,238
"1212","Zona_7-Area_16-Sottoarea_100",2015,12,148,78,226
"1213","Zona_7-Area_16-Sottoarea_100",2016,1,160,76,236
"1214","Zona_7-Area_16-Sottoarea_100",2016,2,169,115,284
"1215","Zona_7-Area_16-Sottoarea_100",2016,3,179,127,306
"1216","Zona_7-Area_16-Sottoarea_100",2016,4,147,97,244
"1217","Zona_7-Area_16-Sottoarea_100",2016,5,93,73,166
"1218","Zona_7-Area_16-Sottoarea_100",2016,6,0,0,0
"1219","Zona_7-Area_16-Sottoarea_100",2016,7,0,0,0
"1220","Zona_7-Area_16-Sottoarea_100",2016,8,0,0,0
"1221","Zona_7-Area_16-Sottoarea_100",2016,9,0,0,0
"1222","Zona_7-Area_16-Sottoarea_100",2016,10,0,0,0
"1223","Zona_7-Area_16-Sottoarea_100",2016,11,0,0,0
"1224","Zona_7-Area_16-Sottoarea_100",2016,12,0,0,0
"1225","Zona_7-Area_17-Sottoarea_139",2014,1,135,80,215
"1226","Zona_7-Area_17-Sottoarea_139",2014,2,150,82,232
"1227","Zona_7-Area_17-Sottoarea_139",2014,3,145,77,222
"1228","Zona_7-Area_17-Sottoarea_139",2014,4,156,77,233
"1229","Zona_7-Area_17-Sottoarea_139",2014,5,157,74,231
"1230","Zona_7-Area_17-Sottoarea_139",2014,6,144,65,209
"1231","Zona_7-Area_17-Sottoarea_139",2014,7,150,72,222
"1232","Zona_7-Area_17-Sottoarea_139",2014,8,132,61,193
"1233","Zona_7-Area_17-Sottoarea_139",2014,9,194,64,258
"1234","Zona_7-Area_17-Sottoarea_139",2014,10,247,90,337
"1235","Zona_7-Area_17-Sottoarea_139",2014,11,202,90,292
"1236","Zona_7-Area_17-Sottoarea_139",2014,12,146,88,234
"1237","Zona_7-Area_17-Sottoarea_139",2015,1,206,76,282
"1238","Zona_7-Area_17-Sottoarea_139",2015,2,185,104,289
"1239","Zona_7-Area_17-Sottoarea_139",2015,3,192,117,309
"1240","Zona_7-Area_17-Sottoarea_139",2015,4,170,98,268
"1241","Zona_7-Area_17-Sottoarea_139",2015,5,171,85,256
"1242","Zona_7-Area_17-Sottoarea_139",2015,6,170,89,259
"1243","Zona_7-Area_17-Sottoarea_139",2015,7,161,99,260
"1244","Zona_7-Area_17-Sottoarea_139",2015,8,126,66,192
"1245","Zona_7-Area_17-Sottoarea_139",2015,9,172,82,254
"1246","Zona_7-Area_17-Sottoarea_139",2015,10,207,98,305
"1247","Zona_7-Area_17-Sottoarea_139",2015,11,180,101,281
"1248","Zona_7-Area_17-Sottoarea_139",2015,12,167,95,262
"1249","Zona_7-Area_17-Sottoarea_139",2016,1,169,70,239
"1250","Zona_7-Area_17-Sottoarea_139",2016,2,179,95,274
"1251","Zona_7-Area_17-Sottoarea_139",2016,3,187,117,304
"1252","Zona_7-Area_17-Sottoarea_139",2016,4,166,83,249
"1253","Zona_7-Area_17-Sottoarea_139",2016,5,110,63,173
"1254","Zona_7-Area_17-Sottoarea_139",2016,6,0,0,0
"1255","Zona_7-Area_17-Sottoarea_139",2016,7,0,0,0
"1256","Zona_7-Area_17-Sottoarea_139",2016,8,0,0,0
"1257","Zona_7-Area_17-Sottoarea_139",2016,9,0,0,0
"1258","Zona_7-Area_17-Sottoarea_139",2016,10,0,0,0
"1259","Zona_7-Area_17-Sottoarea_139",2016,11,0,0,0
"1260","Zona_7-Area_17-Sottoarea_139",2016,12,0,0,0
"1261","Zona_7-Area_18-Sottoarea_137",2014,1,75,30,105
"1262","Zona_7-Area_18-Sottoarea_137",2014,2,83,36,119
"1263","Zona_7-Area_18-Sottoarea_137",2014,3,80,32,112
"1264","Zona_7-Area_18-Sottoarea_137",2014,4,85,38,123
"1265","Zona_7-Area_18-Sottoarea_137",2014,5,90,29,119
"1266","Zona_7-Area_18-Sottoarea_137",2014,6,70,33,103
"1267","Zona_7-Area_18-Sottoarea_137",2014,7,74,42,116
"1268","Zona_7-Area_18-Sottoarea_137",2014,8,58,37,95
"1269","Zona_7-Area_18-Sottoarea_137",2014,9,89,37,126
"1270","Zona_7-Area_18-Sottoarea_137",2014,10,99,41,140
"1271","Zona_7-Area_18-Sottoarea_137",2014,11,82,59,141
"1272","Zona_7-Area_18-Sottoarea_137",2014,12,69,49,118
"1273","Zona_7-Area_18-Sottoarea_137",2015,1,102,44,146
"1274","Zona_7-Area_18-Sottoarea_137",2015,2,90,75,165
"1275","Zona_7-Area_18-Sottoarea_137",2015,3,94,64,158
"1276","Zona_7-Area_18-Sottoarea_137",2015,4,83,57,140
"1277","Zona_7-Area_18-Sottoarea_137",2015,5,93,54,147
"1278","Zona_7-Area_18-Sottoarea_137",2015,6,85,48,133
"1279","Zona_7-Area_18-Sottoarea_137",2015,7,86,65,151
"1280","Zona_7-Area_18-Sottoarea_137",2015,8,70,39,109
"1281","Zona_7-Area_18-Sottoarea_137",2015,9,97,46,143
"1282","Zona_7-Area_18-Sottoarea_137",2015,10,116,56,172
"1283","Zona_7-Area_18-Sottoarea_137",2015,11,102,55,157
"1284","Zona_7-Area_18-Sottoarea_137",2015,12,91,51,142
"1285","Zona_7-Area_18-Sottoarea_137",2016,1,100,49,149
"1286","Zona_7-Area_18-Sottoarea_137",2016,2,115,65,180
"1287","Zona_7-Area_18-Sottoarea_137",2016,3,127,63,190
"1288","Zona_7-Area_18-Sottoarea_137",2016,4,119,45,164
"1289","Zona_7-Area_18-Sottoarea_137",2016,5,75,29,104
"1290","Zona_7-Area_18-Sottoarea_137",2016,6,0,0,0
"1291","Zona_7-Area_18-Sottoarea_137",2016,7,0,0,0
"1292","Zona_7-Area_18-Sottoarea_137",2016,8,0,0,0
"1293","Zona_7-Area_18-Sottoarea_137",2016,9,0,0,0
"1294","Zona_7-Area_18-Sottoarea_137",2016,10,0,0,0
"1295","Zona_7-Area_18-Sottoarea_137",2016,11,0,0,0
"1296","Zona_7-Area_18-Sottoarea_137",2016,12,0,0,0
"1297","Zona_7-Area_18-Sottoarea_138",2014,1,80,30,110
"1298","Zona_7-Area_18-Sottoarea_138",2014,2,77,31,108
"1299","Zona_7-Area_18-Sottoarea_138",2014,3,67,26,93
"1300","Zona_7-Area_18-Sottoarea_138",2014,4,73,24,97
"1301","Zona_7-Area_18-Sottoarea_138",2014,5,83,32,115
"1302","Zona_7-Area_18-Sottoarea_138",2014,6,69,28,97
"1303","Zona_7-Area_18-Sottoarea_138",2014,7,72,39,111
"1304","Zona_7-Area_18-Sottoarea_138",2014,8,53,28,81
"1305","Zona_7-Area_18-Sottoarea_138",2014,9,81,23,104
"1306","Zona_7-Area_18-Sottoarea_138",2014,10,117,39,156
"1307","Zona_7-Area_18-Sottoarea_138",2014,11,102,39,141
"1308","Zona_7-Area_18-Sottoarea_138",2014,12,88,46,134
"1309","Zona_7-Area_18-Sottoarea_138",2015,1,87,48,135
"1310","Zona_7-Area_18-Sottoarea_138",2015,2,96,70,166
"1311","Zona_7-Area_18-Sottoarea_138",2015,3,99,61,160
"1312","Zona_7-Area_18-Sottoarea_138",2015,4,81,54,135
"1313","Zona_7-Area_18-Sottoarea_138",2015,5,91,59,150
"1314","Zona_7-Area_18-Sottoarea_138",2015,6,85,51,136
"1315","Zona_7-Area_18-Sottoarea_138",2015,7,86,60,146
"1316","Zona_7-Area_18-Sottoarea_138",2015,8,69,34,103
"1317","Zona_7-Area_18-Sottoarea_138",2015,9,97,43,140
"1318","Zona_7-Area_18-Sottoarea_138",2015,10,96,55,151
"1319","Zona_7-Area_18-Sottoarea_138",2015,11,87,61,148
"1320","Zona_7-Area_18-Sottoarea_138",2015,12,77,41,118
"1321","Zona_7-Area_18-Sottoarea_138",2016,1,90,43,133
"1322","Zona_7-Area_18-Sottoarea_138",2016,2,96,56,152
"1323","Zona_7-Area_18-Sottoarea_138",2016,3,95,57,152
"1324","Zona_7-Area_18-Sottoarea_138",2016,4,89,41,130
"1325","Zona_7-Area_18-Sottoarea_138",2016,5,56,26,82
"1326","Zona_7-Area_18-Sottoarea_138",2016,6,0,0,0
"1327","Zona_7-Area_18-Sottoarea_138",2016,7,0,0,0
"1328","Zona_7-Area_18-Sottoarea_138",2016,8,0,0,0
"1329","Zona_7-Area_18-Sottoarea_138",2016,9,0,0,0
"1330","Zona_7-Area_18-Sottoarea_138",2016,10,0,0,0
"1331","Zona_7-Area_18-Sottoarea_138",2016,11,0,0,0
"1332","Zona_7-Area_18-Sottoarea_138",2016,12,0,0,0
"1333","Zona_8-Area_19-Sottoarea_54",2014,1,80,41,121
"1334","Zona_8-Area_19-Sottoarea_54",2014,2,85,39,124
"1335","Zona_8-Area_19-Sottoarea_54",2014,3,73,39,112
"1336","Zona_8-Area_19-Sottoarea_54",2014,4,84,42,126
"1337","Zona_8-Area_19-Sottoarea_54",2014,5,94,43,137
"1338","Zona_8-Area_19-Sottoarea_54",2014,6,73,50,123
"1339","Zona_8-Area_19-Sottoarea_54",2014,7,77,60,137
"1340","Zona_8-Area_19-Sottoarea_54",2014,8,51,50,101
"1341","Zona_8-Area_19-Sottoarea_54",2014,9,89,40,129
"1342","Zona_8-Area_19-Sottoarea_54",2014,10,106,57,163
"1343","Zona_8-Area_19-Sottoarea_54",2014,11,90,39,129
"1344","Zona_8-Area_19-Sottoarea_54",2014,12,80,50,130
"1345","Zona_8-Area_19-Sottoarea_54",2015,1,98,67,165
"1346","Zona_8-Area_19-Sottoarea_54",2015,2,99,115,214
"1347","Zona_8-Area_19-Sottoarea_54",2015,3,98,102,200
"1348","Zona_8-Area_19-Sottoarea_54",2015,4,89,87,176
"1349","Zona_8-Area_19-Sottoarea_54",2015,5,106,59,165
"1350","Zona_8-Area_19-Sottoarea_54",2015,6,111,55,166
"1351","Zona_8-Area_19-Sottoarea_54",2015,7,110,59,169
"1352","Zona_8-Area_19-Sottoarea_54",2015,8,67,38,105
"1353","Zona_8-Area_19-Sottoarea_54",2015,9,114,49,163
"1354","Zona_8-Area_19-Sottoarea_54",2015,10,125,51,176
"1355","Zona_8-Area_19-Sottoarea_54",2015,11,101,48,149
"1356","Zona_8-Area_19-Sottoarea_54",2015,12,103,48,151
"1357","Zona_8-Area_19-Sottoarea_54",2016,1,105,31,136
"1358","Zona_8-Area_19-Sottoarea_54",2016,2,116,53,169
"1359","Zona_8-Area_19-Sottoarea_54",2016,3,128,65,193
"1360","Zona_8-Area_19-Sottoarea_54",2016,4,104,43,147
"1361","Zona_8-Area_19-Sottoarea_54",2016,5,60,28,88
"1362","Zona_8-Area_19-Sottoarea_54",2016,6,0,0,0
"1363","Zona_8-Area_19-Sottoarea_54",2016,7,0,0,0
"1364","Zona_8-Area_19-Sottoarea_54",2016,8,0,0,0
"1365","Zona_8-Area_19-Sottoarea_54",2016,9,0,0,0
"1366","Zona_8-Area_19-Sottoarea_54",2016,10,0,0,0
"1367","Zona_8-Area_19-Sottoarea_54",2016,11,0,0,0
"1368","Zona_8-Area_19-Sottoarea_54",2016,12,0,0,0
"1369","Zona_8-Area_19-Sottoarea_55",2014,1,148,65,213
"1370","Zona_8-Area_19-Sottoarea_55",2014,2,152,67,219
"1371","Zona_8-Area_19-Sottoarea_55",2014,3,112,58,170
"1372","Zona_8-Area_19-Sottoarea_55",2014,4,125,69,194
"1373","Zona_8-Area_19-Sottoarea_55",2014,5,136,64,200
"1374","Zona_8-Area_19-Sottoarea_55",2014,6,114,59,173
"1375","Zona_8-Area_19-Sottoarea_55",2014,7,125,61,186
"1376","Zona_8-Area_19-Sottoarea_55",2014,8,99,51,150
"1377","Zona_8-Area_19-Sottoarea_55",2014,9,124,50,174
"1378","Zona_8-Area_19-Sottoarea_55",2014,10,142,78,220
"1379","Zona_8-Area_19-Sottoarea_55",2014,11,125,64,189
"1380","Zona_8-Area_19-Sottoarea_55",2014,12,121,64,185
"1381","Zona_8-Area_19-Sottoarea_55",2015,1,129,60,189
"1382","Zona_8-Area_19-Sottoarea_55",2015,2,141,90,231
"1383","Zona_8-Area_19-Sottoarea_55",2015,3,146,109,255
"1384","Zona_8-Area_19-Sottoarea_55",2015,4,130,71,201
"1385","Zona_8-Area_19-Sottoarea_55",2015,5,116,102,218
"1386","Zona_8-Area_19-Sottoarea_55",2015,6,144,109,253
"1387","Zona_8-Area_19-Sottoarea_55",2015,7,152,66,218
"1388","Zona_8-Area_19-Sottoarea_55",2015,8,103,46,149
"1389","Zona_8-Area_19-Sottoarea_55",2015,9,156,61,217
"1390","Zona_8-Area_19-Sottoarea_55",2015,10,187,80,267
"1391","Zona_8-Area_19-Sottoarea_55",2015,11,171,75,246
"1392","Zona_8-Area_19-Sottoarea_55",2015,12,166,65,231
"1393","Zona_8-Area_19-Sottoarea_55",2016,1,178,64,242
"1394","Zona_8-Area_19-Sottoarea_55",2016,2,179,61,240
"1395","Zona_8-Area_19-Sottoarea_55",2016,3,186,74,260
"1396","Zona_8-Area_19-Sottoarea_55",2016,4,165,67,232
"1397","Zona_8-Area_19-Sottoarea_55",2016,5,95,37,132
"1398","Zona_8-Area_19-Sottoarea_55",2016,6,0,0,0
"1399","Zona_8-Area_19-Sottoarea_55",2016,7,0,0,0
"1400","Zona_8-Area_19-Sottoarea_55",2016,8,0,0,0
"1401","Zona_8-Area_19-Sottoarea_55",2016,9,0,0,0
"1402","Zona_8-Area_19-Sottoarea_55",2016,10,0,0,0
"1403","Zona_8-Area_19-Sottoarea_55",2016,11,0,0,0
"1404","Zona_8-Area_19-Sottoarea_55",2016,12,0,0,0
"1405","Zona_8-Area_20-Sottoarea_56",2014,1,11,3,14
"1406","Zona_8-Area_20-Sottoarea_56",2014,2,14,4,18
"1407","Zona_8-Area_20-Sottoarea_56",2014,3,15,2,17
"1408","Zona_8-Area_20-Sottoarea_56",2014,4,9,0,9
"1409","Zona_8-Area_20-Sottoarea_56",2014,5,15,1,16
"1410","Zona_8-Area_20-Sottoarea_56",2014,6,7,2,9
"1411","Zona_8-Area_20-Sottoarea_56",2014,7,11,1,12
"1412","Zona_8-Area_20-Sottoarea_56",2014,8,3,0,3
"1413","Zona_8-Area_20-Sottoarea_56",2014,9,13,2,15
"1414","Zona_8-Area_20-Sottoarea_56",2014,10,10,3,13
"1415","Zona_8-Area_20-Sottoarea_56",2014,11,11,2,13
"1416","Zona_8-Area_20-Sottoarea_56",2014,12,11,0,11
"1417","Zona_8-Area_20-Sottoarea_56",2015,1,15,0,15
"1418","Zona_8-Area_20-Sottoarea_56",2015,2,18,7,25
"1419","Zona_8-Area_20-Sottoarea_56",2015,3,16,4,20
"1420","Zona_8-Area_20-Sottoarea_56",2015,4,10,2,12
"1421","Zona_8-Area_20-Sottoarea_56",2015,5,8,13,21
"1422","Zona_8-Area_20-Sottoarea_56",2015,6,12,9,21
"1423","Zona_8-Area_20-Sottoarea_56",2015,7,10,3,13
"1424","Zona_8-Area_20-Sottoarea_56",2015,8,5,3,8
"1425","Zona_8-Area_20-Sottoarea_56",2015,9,8,2,10
"1426","Zona_8-Area_20-Sottoarea_56",2015,10,17,4,21
"1427","Zona_8-Area_20-Sottoarea_56",2015,11,5,4,9
"1428","Zona_8-Area_20-Sottoarea_56",2015,12,11,2,13
"1429","Zona_8-Area_20-Sottoarea_56",2016,1,11,0,11
"1430","Zona_8-Area_20-Sottoarea_56",2016,2,12,3,15
"1431","Zona_8-Area_20-Sottoarea_56",2016,3,10,1,11
"1432","Zona_8-Area_20-Sottoarea_56",2016,4,5,0,5
"1433","Zona_8-Area_20-Sottoarea_56",2016,5,7,1,8
"1434","Zona_8-Area_20-Sottoarea_56",2016,6,0,0,0
"1435","Zona_8-Area_20-Sottoarea_56",2016,7,0,0,0
"1436","Zona_8-Area_20-Sottoarea_56",2016,8,0,0,0
"1437","Zona_8-Area_20-Sottoarea_56",2016,9,0,0,0
"1438","Zona_8-Area_20-Sottoarea_56",2016,10,0,0,0
"1439","Zona_8-Area_20-Sottoarea_56",2016,11,0,0,0
"1440","Zona_8-Area_20-Sottoarea_56",2016,12,0,0,0
"1441","Zona_8-Area_20-Sottoarea_57",2014,1,201,120,321
"1442","Zona_8-Area_20-Sottoarea_57",2014,2,228,133,361
"1443","Zona_8-Area_20-Sottoarea_57",2014,3,185,100,285
"1444","Zona_8-Area_20-Sottoarea_57",2014,4,204,106,310
"1445","Zona_8-Area_20-Sottoarea_57",2014,5,202,109,311
"1446","Zona_8-Area_20-Sottoarea_57",2014,6,181,91,272
"1447","Zona_8-Area_20-Sottoarea_57",2014,7,202,99,301
"1448","Zona_8-Area_20-Sottoarea_57",2014,8,150,83,233
"1449","Zona_8-Area_20-Sottoarea_57",2014,9,190,83,273
"1450","Zona_8-Area_20-Sottoarea_57",2014,10,237,114,351
"1451","Zona_8-Area_20-Sottoarea_57",2014,11,197,96,293
"1452","Zona_8-Area_20-Sottoarea_57",2014,12,198,104,302
"1453","Zona_8-Area_20-Sottoarea_57",2015,1,182,81,263
"1454","Zona_8-Area_20-Sottoarea_57",2015,2,220,166,386
"1455","Zona_8-Area_20-Sottoarea_57",2015,3,221,152,373
"1456","Zona_8-Area_20-Sottoarea_57",2015,4,211,129,340
"1457","Zona_8-Area_20-Sottoarea_57",2015,5,201,171,372
"1458","Zona_8-Area_20-Sottoarea_57",2015,6,212,133,345
"1459","Zona_8-Area_20-Sottoarea_57",2015,7,226,141,367
"1460","Zona_8-Area_20-Sottoarea_57",2015,8,168,91,259
"1461","Zona_8-Area_20-Sottoarea_57",2015,9,237,130,367
"1462","Zona_8-Area_20-Sottoarea_57",2015,10,268,140,408
"1463","Zona_8-Area_20-Sottoarea_57",2015,11,235,135,370
"1464","Zona_8-Area_20-Sottoarea_57",2015,12,231,108,339
"1465","Zona_8-Area_20-Sottoarea_57",2016,1,231,118,349
"1466","Zona_8-Area_20-Sottoarea_57",2016,2,245,138,383
"1467","Zona_8-Area_20-Sottoarea_57",2016,3,272,152,424
"1468","Zona_8-Area_20-Sottoarea_57",2016,4,241,132,373
"1469","Zona_8-Area_20-Sottoarea_57",2016,5,139,79,218
"1470","Zona_8-Area_20-Sottoarea_57",2016,6,0,0,0
"1471","Zona_8-Area_20-Sottoarea_57",2016,7,0,0,0
"1472","Zona_8-Area_20-Sottoarea_57",2016,8,0,0,0
"1473","Zona_8-Area_20-Sottoarea_57",2016,9,0,0,0
"1474","Zona_8-Area_20-Sottoarea_57",2016,10,0,0,0
"1475","Zona_8-Area_20-Sottoarea_57",2016,11,0,0,0
"1476","Zona_8-Area_20-Sottoarea_57",2016,12,0,0,0
"1477","Zona_8-Area_21-Sottoarea_58",2014,1,151,81,232
"1478","Zona_8-Area_21-Sottoarea_58",2014,2,152,80,232
"1479","Zona_8-Area_21-Sottoarea_58",2014,3,145,64,209
"1480","Zona_8-Area_21-Sottoarea_58",2014,4,177,80,257
"1481","Zona_8-Area_21-Sottoarea_58",2014,5,152,79,231
"1482","Zona_8-Area_21-Sottoarea_58",2014,6,141,64,205
"1483","Zona_8-Area_21-Sottoarea_58",2014,7,173,64,237
"1484","Zona_8-Area_21-Sottoarea_58",2014,8,142,51,193
"1485","Zona_8-Area_21-Sottoarea_58",2014,9,156,59,215
"1486","Zona_8-Area_21-Sottoarea_58",2014,10,215,94,309
"1487","Zona_8-Area_21-Sottoarea_58",2014,11,187,80,267
"1488","Zona_8-Area_21-Sottoarea_58",2014,12,147,85,232
"1489","Zona_8-Area_21-Sottoarea_58",2015,1,163,61,224
"1490","Zona_8-Area_21-Sottoarea_58",2015,2,178,127,305
"1491","Zona_8-Area_21-Sottoarea_58",2015,3,187,152,339
"1492","Zona_8-Area_21-Sottoarea_58",2015,4,164,116,280
"1493","Zona_8-Area_21-Sottoarea_58",2015,5,156,133,289
"1494","Zona_8-Area_21-Sottoarea_58",2015,6,161,152,313
"1495","Zona_8-Area_21-Sottoarea_58",2015,7,165,107,272
"1496","Zona_8-Area_21-Sottoarea_58",2015,8,132,77,209
"1497","Zona_8-Area_21-Sottoarea_58",2015,9,159,88,247
"1498","Zona_8-Area_21-Sottoarea_58",2015,10,191,127,318
"1499","Zona_8-Area_21-Sottoarea_58",2015,11,168,116,284
"1500","Zona_8-Area_21-Sottoarea_58",2015,12,165,83,248
"1501","Zona_8-Area_21-Sottoarea_58",2016,1,170,89,259
"1502","Zona_8-Area_21-Sottoarea_58",2016,2,194,115,309
"1503","Zona_8-Area_21-Sottoarea_58",2016,3,218,118,336
"1504","Zona_8-Area_21-Sottoarea_58",2016,4,190,97,287
"1505","Zona_8-Area_21-Sottoarea_58",2016,5,111,58,169
"1506","Zona_8-Area_21-Sottoarea_58",2016,6,0,0,0
"1507","Zona_8-Area_21-Sottoarea_58",2016,7,0,0,0
"1508","Zona_8-Area_21-Sottoarea_58",2016,8,0,0,0
"1509","Zona_8-Area_21-Sottoarea_58",2016,9,0,0,0
"1510","Zona_8-Area_21-Sottoarea_58",2016,10,0,0,0
