"","Zona","Area","Sottoarea","Categoria_prodotto","Data","Vendite","Key","GiornoDelMese","GiorniDellaSettimana","GiornoDellAnno","Mese","Anno"
"139967","Zona_22","Area_68","Sottoarea_11","Prodotto_1","2016-02-06",0,"Zona_22-Area_68-Sottoarea_11",6,7,37,2,2016
"57787","Zona_15","Area_39","Sottoarea_87","Prodotto_1","2015-01-02",3,"Zona_15-Area_39-Sottoarea_87",2,6,2,1,2015
"248609","Zona_9","Area_28","Sottoarea_62","Prodotto_2","2015-10-21",5,"Zona_9-Area_28-Sottoarea_62",21,4,294,10,2015
"198371","Zona_4","Area_7","Sottoarea_37","Prodotto_1","2014-01-11",6,"Zona_4-Area_7-Sottoarea_37",11,7,11,1,2014
"131759","Zona_21","Area_57","Sottoarea_2","Prodotto_2","2015-01-24",1,"Zona_21-Area_57-Sottoarea_2",24,7,24,1,2015
"75161","Zona_17","Area_45","Sottoarea_13","Prodotto_1","2014-12-07",0,"Zona_17-Area_45-Sottoarea_13",7,1,341,12,2014
"82098","Zona_17","Area_47","Sottoarea_101","Prodotto_1","2014-11-14",3,"Zona_17-Area_47-Sottoarea_101",14,6,318,11,2014
"188695","Zona_3","Area_5","Sottoarea_31","Prodotto_1","2016-02-14",2,"Zona_3-Area_5-Sottoarea_31",14,1,45,2,2016
"214072","Zona_5","Area_9","Sottoarea_82","Prodotto_1","2014-02-21",2,"Zona_5-Area_9-Sottoarea_82",21,6,52,2,2014
"161105","Zona_23","Area_64","Sottoarea_128","Prodotto_2","2014-06-04",0,"Zona_23-Area_64-Sottoarea_128",4,4,155,6,2014
"225374","Zona_7","Area_15","Sottoarea_21","Prodotto_2","2014-02-13",4,"Zona_7-Area_15-Sottoarea_21",13,5,44,2,2014
"22192","Zona_11","Area_30","Sottoarea_83","Prodotto_2","2015-03-18",4,"Zona_11-Area_30-Sottoarea_83",18,4,77,3,2015
"69486","Zona_16","Area_43","Sottoarea_47","Prodotto_2","2016-01-26",1,"Zona_16-Area_43-Sottoarea_47",26,3,26,1,2016
"11443","Zona_10","Area_24","Sottoarea_28","Prodotto_2","2014-05-13",4,"Zona_10-Area_24-Sottoarea_28",13,3,133,5,2014
"22520","Zona_11","Area_30","Sottoarea_83","Prodotto_2","2016-02-09",2,"Zona_11-Area_30-Sottoarea_83",9,3,40,2,2016
"185881","Zona_27","Area_74","Sottoarea_145","Prodotto_2","2015-07-25",2,"Zona_27-Area_74-Sottoarea_145",25,7,206,7,2015
"156029","Zona_23","Area_63","Sottoarea_125","Prodotto_2","2014-10-26",0,"Zona_23-Area_63-Sottoarea_125",26,1,299,10,2014
"156063","Zona_23","Area_63","Sottoarea_125","Prodotto_2","2014-11-29",1,"Zona_23-Area_63-Sottoarea_125",29,7,333,11,2014
"159860","Zona_23","Area_64","Sottoarea_127","Prodotto_2","2015-10-12",4,"Zona_23-Area_64-Sottoarea_127",12,2,285,10,2015
"171618","Zona_25","Area_61","Sottoarea_144","Prodotto_2","2014-08-16",0,"Zona_25-Area_61-Sottoarea_144",16,7,228,8,2014
"40028","Zona_14","Area_35","Sottoarea_72","Prodotto_1","2014-01-08",2,"Zona_14-Area_35-Sottoarea_72",8,4,8,1,2014
"44399","Zona_14","Area_36","Sottoarea_74","Prodotto_2","2014-01-29",4,"Zona_14-Area_36-Sottoarea_74",29,4,29,1,2014
"130569","Zona_21","Area_57","Sottoarea_2","Prodotto_1","2014-03-10",3,"Zona_21-Area_57-Sottoarea_2",10,2,69,3,2014
"129022","Zona_21","Area_57","Sottoarea_1","Prodotto_1","2014-09-19",3,"Zona_21-Area_57-Sottoarea_1",19,6,262,9,2014
"229606","Zona_7","Area_17","Sottoarea_139","Prodotto_2","2016-03-06",1,"Zona_7-Area_17-Sottoarea_139",6,1,66,3,2016
"88494","Zona_18","Area_48","Sottoarea_109","Prodotto_2","2015-09-16",3,"Zona_18-Area_48-Sottoarea_109",16,4,259,9,2015
"233391","Zona_8","Area_19","Sottoarea_54","Prodotto_1","2014-08-19",2,"Zona_8-Area_19-Sottoarea_54",19,3,231,8,2014
"25744","Zona_12","Area_31","Sottoarea_43","Prodotto_2","2015-05-29",6,"Zona_12-Area_31-Sottoarea_43",29,6,149,5,2015
"146959","Zona_22","Area_70","Sottoarea_134","Prodotto_1","2016-03-09",3,"Zona_22-Area_70-Sottoarea_134",9,4,69,3,2016
"170852","Zona_25","Area_61","Sottoarea_144","Prodotto_1","2014-11-28",17,"Zona_25-Area_61-Sottoarea_144",28,6,332,11,2014
"36817","Zona_14","Area_35","Sottoarea_70","Prodotto_1","2014-10-04",2,"Zona_14-Area_35-Sottoarea_70",4,7,277,10,2014
"212850","Zona_5","Area_9","Sottoarea_81","Prodotto_1","2015-07-24",2,"Zona_5-Area_9-Sottoarea_81",24,6,205,7,2015
"164353","Zona_24","Area_66","Sottoarea_130","Prodotto_1","2016-03-03",9,"Zona_24-Area_66-Sottoarea_130",3,5,63,3,2016
"214804","Zona_5","Area_9","Sottoarea_82","Prodotto_1","2016-02-23",3,"Zona_5-Area_9-Sottoarea_82",23,3,54,2,2016
"228690","Zona_7","Area_17","Sottoarea_139","Prodotto_1","2016-01-20",9,"Zona_7-Area_17-Sottoarea_139",20,4,20,1,2016
"244771","Zona_8","Area_22","Sottoarea_60","Prodotto_2","2014-10-28",5,"Zona_8-Area_22-Sottoarea_60",28,3,301,10,2014
"232383","Zona_7","Area_18","Sottoarea_138","Prodotto_2","2014-04-03",1,"Zona_7-Area_18-Sottoarea_138",3,5,93,4,2014
"87931","Zona_18","Area_48","Sottoarea_109","Prodotto_2","2014-03-02",0,"Zona_18-Area_48-Sottoarea_109",2,1,61,3,2014
"33155","Zona_13","Area_34","Sottoarea_64","Prodotto_1","2014-04-05",2,"Zona_13-Area_34-Sottoarea_64",5,7,95,4,2014
"183461","Zona_27","Area_73","Sottoarea_143","Prodotto_1","2016-01-31",0,"Zona_27-Area_73-Sottoarea_143",31,1,31,1,2016
"15039","Zona_10","Area_26","Sottoarea_66","Prodotto_2","2014-09-06",0,"Zona_10-Area_26-Sottoarea_66",6,7,249,9,2014
"86737","Zona_18","Area_48","Sottoarea_108","Prodotto_2","2015-08-30",0,"Zona_18-Area_48-Sottoarea_108",30,1,242,8,2015
"21250","Zona_11","Area_30","Sottoarea_83","Prodotto_1","2015-01-05",4,"Zona_11-Area_30-Sottoarea_83",5,2,5,1,2015
"166065","Zona_24","Area_67","Sottoarea_131","Prodotto_1","2016-02-04",9,"Zona_24-Area_67-Sottoarea_131",4,5,35,2,2016
"59804","Zona_15","Area_40","Sottoarea_88","Prodotto_1","2015-10-06",16,"Zona_15-Area_40-Sottoarea_88",6,3,279,10,2015
"210688","Zona_5","Area_9","Sottoarea_80","Prodotto_1","2014-05-28",4,"Zona_5-Area_9-Sottoarea_80",28,4,148,5,2014
"201006","Zona_4","Area_8","Sottoarea_38","Prodotto_2","2014-02-05",1,"Zona_4-Area_8-Sottoarea_38",5,4,36,2,2014
"248154","Zona_9","Area_28","Sottoarea_62","Prodotto_2","2014-07-23",5,"Zona_9-Area_28-Sottoarea_62",23,4,204,7,2014
"212046","Zona_5","Area_9","Sottoarea_80","Prodotto_2","2015-09-28",1,"Zona_5-Area_9-Sottoarea_80",28,2,271,9,2015
"118605","Zona_20","Area_54","Sottoarea_41","Prodotto_1","2014-10-12",1,"Zona_20-Area_54-Sottoarea_41",12,1,285,10,2014
"77294","Zona_17","Area_45","Sottoarea_14","Prodotto_1","2016-01-04",2,"Zona_17-Area_45-Sottoarea_14",4,2,4,1,2016
"70472","Zona_16","Area_43","Sottoarea_48","Prodotto_2","2014-01-02",0,"Zona_16-Area_43-Sottoarea_48",2,5,2,1,2014
"112449","Zona_2","Area_4","Sottoarea_17","Prodotto_2","2014-08-07",1,"Zona_2-Area_4-Sottoarea_17",7,5,219,8,2014
"155177","Zona_23","Area_63","Sottoarea_125","Prodotto_1","2014-11-13",8,"Zona_23-Area_63-Sottoarea_125",13,5,317,11,2014
"127949","Zona_20","Area_56","Sottoarea_104","Prodotto_2","2014-02-28",2,"Zona_20-Area_56-Sottoarea_104",28,6,59,2,2014
"75703","Zona_17","Area_45","Sottoarea_13","Prodotto_2","2014-01-13",6,"Zona_17-Area_45-Sottoarea_13",13,2,13,1,2014
"199405","Zona_4","Area_7","Sottoarea_37","Prodotto_2","2014-06-24",3,"Zona_4-Area_7-Sottoarea_37",24,3,175,6,2014
"202483","Zona_4","Area_8","Sottoarea_39","Prodotto_1","2015-10-05",7,"Zona_4-Area_8-Sottoarea_39",5,2,278,10,2015
"5112","Zona_1","Area_2","Sottoarea_7","Prodotto_2","2016-02-01",1,"Zona_1-Area_2-Sottoarea_7",1,2,32,2,2016
"120869","Zona_20","Area_54","Sottoarea_42","Prodotto_1","2016-03-19",1,"Zona_20-Area_54-Sottoarea_42",19,7,79,3,2016
"236148","Zona_8","Area_19","Sottoarea_55","Prodotto_2","2015-01-13",2,"Zona_8-Area_19-Sottoarea_55",13,3,13,1,2015
"179125","Zona_27","Area_72","Sottoarea_93","Prodotto_2","2016-02-14",0,"Zona_27-Area_72-Sottoarea_93",14,1,45,2,2016
"138847","Zona_21","Area_59","Sottoarea_122","Prodotto_2","2015-06-01",1,"Zona_21-Area_59-Sottoarea_122",1,2,152,6,2015
"18697","Zona_11","Area_29","Sottoarea_45","Prodotto_2","2015-03-03",2,"Zona_11-Area_29-Sottoarea_45",3,3,62,3,2015
"108632","Zona_2","Area_3","Sottoarea_15","Prodotto_1","2016-01-22",2,"Zona_2-Area_3-Sottoarea_15",22,6,22,1,2016
"9816","Zona_10","Area_23","Sottoarea_23","Prodotto_2","2014-09-03",2,"Zona_10-Area_23-Sottoarea_23",3,4,246,9,2014
"229503","Zona_7","Area_17","Sottoarea_139","Prodotto_2","2015-11-24",3,"Zona_7-Area_17-Sottoarea_139",24,3,328,11,2015
"64744","Zona_16","Area_42","Sottoarea_3","Prodotto_1","2014-12-30",1,"Zona_16-Area_42-Sottoarea_3",30,3,364,12,2014
"32926","Zona_13","Area_33","Sottoarea_9","Prodotto_2","2016-01-06",0,"Zona_13-Area_33-Sottoarea_9",6,4,6,1,2016
"239032","Zona_8","Area_20","Sottoarea_57","Prodotto_1","2015-10-14",9,"Zona_8-Area_20-Sottoarea_57",14,4,287,10,2015
"144111","Zona_22","Area_69","Sottoarea_132","Prodotto_2","2015-07-15",2,"Zona_22-Area_69-Sottoarea_132",15,4,196,7,2015
"110125","Zona_2","Area_3","Sottoarea_16","Prodotto_1","2015-05-20",3,"Zona_2-Area_3-Sottoarea_16",20,4,140,5,2015
"186774","Zona_3","Area_5","Sottoarea_30","Prodotto_1","2015-08-17",2,"Zona_3-Area_5-Sottoarea_30",17,2,229,8,2015
"237350","Zona_8","Area_20","Sottoarea_56","Prodotto_1","2015-12-11",0,"Zona_8-Area_20-Sottoarea_56",11,6,345,12,2015
"93120","Zona_18","Area_50","Sottoarea_112","Prodotto_2","2014-01-30",1,"Zona_18-Area_50-Sottoarea_112",30,5,30,1,2014
"18768","Zona_11","Area_29","Sottoarea_45","Prodotto_2","2015-05-13",1,"Zona_11-Area_29-Sottoarea_45",13,4,133,5,2015
"62001","Zona_15","Area_41","Sottoarea_89","Prodotto_2","2014-08-19",2,"Zona_15-Area_41-Sottoarea_89",19,3,231,8,2014
"131479","Zona_21","Area_57","Sottoarea_2","Prodotto_2","2014-04-19",0,"Zona_21-Area_57-Sottoarea_2",19,7,109,4,2014
"83362","Zona_17","Area_47","Sottoarea_101","Prodotto_2","2015-12-13",0,"Zona_17-Area_47-Sottoarea_101",13,1,347,12,2015
"63579","Zona_15","Area_41","Sottoarea_90","Prodotto_2","2014-03-10",10,"Zona_15-Area_41-Sottoarea_90",10,2,69,3,2014
"1845","Zona_1","Area_1","Sottoarea_6","Prodotto_1","2014-04-15",1,"Zona_1-Area_1-Sottoarea_6",15,3,105,4,2014
"94612","Zona_18","Area_50","Sottoarea_113","Prodotto_1","2015-10-14",12,"Zona_18-Area_50-Sottoarea_113",14,4,287,10,2015
"93780","Zona_18","Area_50","Sottoarea_112","Prodotto_2","2015-11-21",2,"Zona_18-Area_50-Sottoarea_112",21,7,325,11,2015
"68064","Zona_16","Area_43","Sottoarea_47","Prodotto_1","2014-07-23",3,"Zona_16-Area_43-Sottoarea_47",23,4,204,7,2014
"248896","Zona_9","Area_28","Sottoarea_63","Prodotto_1","2014-03-17",1,"Zona_9-Area_28-Sottoarea_63",17,2,76,3,2014
"211226","Zona_5","Area_9","Sottoarea_80","Prodotto_1","2015-11-17",6,"Zona_5-Area_9-Sottoarea_80",17,3,321,11,2015
"128316","Zona_20","Area_56","Sottoarea_104","Prodotto_2","2015-03-02",2,"Zona_20-Area_56-Sottoarea_104",2,2,61,3,2015
"167769","Zona_25","Area_60","Sottoarea_26","Prodotto_1","2015-12-30",3,"Zona_25-Area_60-Sottoarea_26",30,4,364,12,2015
"199857","Zona_4","Area_7","Sottoarea_37","Prodotto_2","2015-09-19",0,"Zona_4-Area_7-Sottoarea_37",19,7,262,9,2015
"46899","Zona_14","Area_37","Sottoarea_75","Prodotto_2","2016-02-28",0,"Zona_14-Area_37-Sottoarea_75",28,1,59,2,2016
"9369","Zona_10","Area_23","Sottoarea_23","Prodotto_1","2015-10-31",1,"Zona_10-Area_23-Sottoarea_23",31,7,304,10,2015
"86536","Zona_18","Area_48","Sottoarea_108","Prodotto_2","2015-02-10",2,"Zona_18-Area_48-Sottoarea_108",10,3,41,2,2015
"188815","Zona_3","Area_5","Sottoarea_31","Prodotto_2","2014-01-25",1,"Zona_3-Area_5-Sottoarea_31",25,7,25,1,2014
"78781","Zona_17","Area_46","Sottoarea_52","Prodotto_1","2015-04-26",0,"Zona_17-Area_46-Sottoarea_52",26,1,116,4,2015
"224849","Zona_7","Area_15","Sottoarea_21","Prodotto_1","2015-01-24",2,"Zona_7-Area_15-Sottoarea_21",24,7,24,1,2015
"129521","Zona_21","Area_57","Sottoarea_1","Prodotto_1","2016-01-31",1,"Zona_21-Area_57-Sottoarea_1",31,1,31,1,2016
"57782","Zona_15","Area_39","Sottoarea_87","Prodotto_1","2014-12-28",0,"Zona_15-Area_39-Sottoarea_87",28,1,362,12,2014
"118869","Zona_20","Area_54","Sottoarea_41","Prodotto_1","2015-07-03",5,"Zona_20-Area_54-Sottoarea_41",3,6,184,7,2015
"131146","Zona_21","Area_57","Sottoarea_2","Prodotto_1","2015-10-08",6,"Zona_21-Area_57-Sottoarea_2",8,5,281,10,2015
"233772","Zona_8","Area_19","Sottoarea_54","Prodotto_1","2015-09-04",5,"Zona_8-Area_19-Sottoarea_54",4,6,247,9,2015
"101737","Zona_19","Area_52","Sottoarea_117","Prodotto_1","2016-03-27",0,"Zona_19-Area_52-Sottoarea_117",27,1,87,3,2016
"83348","Zona_17","Area_47","Sottoarea_101","Prodotto_2","2015-11-29",1,"Zona_17-Area_47-Sottoarea_101",29,1,333,11,2015
"123010","Zona_20","Area_55","Sottoarea_68","Prodotto_2","2014-12-06",1,"Zona_20-Area_55-Sottoarea_68",6,7,340,12,2014
"163931","Zona_24","Area_66","Sottoarea_130","Prodotto_1","2015-01-06",0,"Zona_24-Area_66-Sottoarea_130",6,3,6,1,2015
"76768","Zona_17","Area_45","Sottoarea_14","Prodotto_1","2014-07-27",0,"Zona_17-Area_45-Sottoarea_14",27,1,208,7,2014
"18659","Zona_11","Area_29","Sottoarea_45","Prodotto_2","2015-01-24",1,"Zona_11-Area_29-Sottoarea_45",24,7,24,1,2015
"19740","Zona_11","Area_29","Sottoarea_46","Prodotto_1","2015-08-23",0,"Zona_11-Area_29-Sottoarea_46",23,1,235,8,2015
"178304","Zona_27","Area_72","Sottoarea_93","Prodotto_1","2016-04-03",0,"Zona_27-Area_72-Sottoarea_93",3,1,94,4,2016
"216939","Zona_6","Area_12","Sottoarea_24","Prodotto_2","2014-11-05",3,"Zona_6-Area_12-Sottoarea_24",5,4,309,11,2014
"38819","Zona_14","Area_35","Sottoarea_71","Prodotto_1","2015-06-23",2,"Zona_14-Area_35-Sottoarea_71",23,3,174,6,2015
"90711","Zona_18","Area_49","Sottoarea_111","Prodotto_1","2014-08-19",9,"Zona_18-Area_49-Sottoarea_111",19,3,231,8,2014
"107493","Zona_19","Area_53","Sottoarea_120","Prodotto_2","2015-04-28",4,"Zona_19-Area_53-Sottoarea_120",28,3,118,4,2015
"133493","Zona_21","Area_58","Sottoarea_94","Prodotto_2","2015-01-18",0,"Zona_21-Area_58-Sottoarea_94",18,1,18,1,2015
"115445","Zona_2","Area_4","Sottoarea_19","Prodotto_1","2015-08-28",1,"Zona_2-Area_4-Sottoarea_19",28,6,240,8,2015
"246929","Zona_9","Area_27","Sottoarea_61","Prodotto_2","2015-12-20",2,"Zona_9-Area_27-Sottoarea_61",20,1,354,12,2015
"69709","Zona_16","Area_43","Sottoarea_48","Prodotto_1","2014-04-19",1,"Zona_16-Area_43-Sottoarea_48",19,7,109,4,2014
"165053","Zona_24","Area_66","Sottoarea_130","Prodotto_2","2015-09-15",2,"Zona_24-Area_66-Sottoarea_130",15,3,258,9,2015
"154738","Zona_23","Area_62","Sottoarea_124","Prodotto_2","2016-01-18",2,"Zona_23-Area_62-Sottoarea_124",18,2,18,1,2016
"45112","Zona_14","Area_36","Sottoarea_74","Prodotto_2","2016-01-12",5,"Zona_14-Area_36-Sottoarea_74",12,3,12,1,2016
"23543","Zona_11","Area_30","Sottoarea_84","Prodotto_2","2014-02-22",0,"Zona_11-Area_30-Sottoarea_84",22,7,53,2,2014
"52242","Zona_14","Area_38","Sottoarea_79","Prodotto_1","2014-02-11",4,"Zona_14-Area_38-Sottoarea_79",11,3,42,2,2014
"92136","Zona_18","Area_49","Sottoarea_111","Prodotto_2","2016-02-25",7,"Zona_18-Area_49-Sottoarea_111",25,5,56,2,2016
"244151","Zona_8","Area_22","Sottoarea_60","Prodotto_1","2015-07-05",2,"Zona_8-Area_22-Sottoarea_60",5,1,186,7,2015
"99034","Zona_18","Area_51","Sottoarea_115","Prodotto_2","2015-12-25",0,"Zona_18-Area_51-Sottoarea_115",25,6,359,12,2015
"185101","Zona_27","Area_74","Sottoarea_145","Prodotto_1","2015-10-23",6,"Zona_27-Area_74-Sottoarea_145",23,6,296,10,2015
"205466","Zona_5","Area_10","Sottoarea_96","Prodotto_1","2014-05-26",5,"Zona_5-Area_10-Sottoarea_96",26,2,146,5,2014
"209481","Zona_5","Area_11","Sottoarea_105","Prodotto_1","2015-11-12",7,"Zona_5-Area_11-Sottoarea_105",12,5,316,11,2015
"206206","Zona_5","Area_10","Sottoarea_96","Prodotto_2","2014-01-16",2,"Zona_5-Area_10-Sottoarea_96",16,5,16,1,2014
"19642","Zona_11","Area_29","Sottoarea_46","Prodotto_1","2015-05-17",1,"Zona_11-Area_29-Sottoarea_46",17,1,137,5,2015
"109648","Zona_2","Area_3","Sottoarea_16","Prodotto_1","2014-01-28",6,"Zona_2-Area_3-Sottoarea_16",28,3,28,1,2014
"219246","Zona_6","Area_13","Sottoarea_50","Prodotto_1","2014-01-06",0,"Zona_6-Area_13-Sottoarea_50",6,2,6,1,2014
"123943","Zona_20","Area_55","Sottoarea_69","Prodotto_1","2015-02-07",1,"Zona_20-Area_55-Sottoarea_69",7,7,38,2,2015
"153038","Zona_23","Area_62","Sottoarea_123","Prodotto_2","2016-02-27",1,"Zona_23-Area_62-Sottoarea_123",27,7,58,2,2016
"63781","Zona_15","Area_41","Sottoarea_90","Prodotto_2","2014-09-28",0,"Zona_15-Area_41-Sottoarea_90",28,1,271,9,2014
"64373","Zona_15","Area_41","Sottoarea_90","Prodotto_2","2016-05-12",7,"Zona_15-Area_41-Sottoarea_90",12,5,133,5,2016
"102609","Zona_19","Area_52","Sottoarea_117","Prodotto_2","2016-03-29",1,"Zona_19-Area_52-Sottoarea_117",29,3,89,3,2016
"53169","Zona_14","Area_38","Sottoarea_79","Prodotto_2","2014-04-09",1,"Zona_14-Area_38-Sottoarea_79",9,4,99,4,2014
"28188","Zona_12","Area_32","Sottoarea_140","Prodotto_1","2014-12-14",7,"Zona_12-Area_32-Sottoarea_140",14,1,348,12,2014
"181598","Zona_27","Area_73","Sottoarea_142","Prodotto_1","2015-09-30",5,"Zona_27-Area_73-Sottoarea_142",30,4,273,9,2015
"206735","Zona_5","Area_10","Sottoarea_96","Prodotto_2","2015-06-29",2,"Zona_5-Area_10-Sottoarea_96",29,2,180,6,2015
"22767","Zona_11","Area_30","Sottoarea_84","Prodotto_1","2014-05-27",7,"Zona_11-Area_30-Sottoarea_84",27,3,147,5,2014
"117843","Zona_2","Area_4","Sottoarea_20","Prodotto_2","2015-01-28",0,"Zona_2-Area_4-Sottoarea_20",28,4,28,1,2015
"181220","Zona_27","Area_73","Sottoarea_142","Prodotto_1","2014-09-17",6,"Zona_27-Area_73-Sottoarea_142",17,4,260,9,2014
"161613","Zona_23","Area_64","Sottoarea_128","Prodotto_2","2015-10-25",0,"Zona_23-Area_64-Sottoarea_128",25,1,298,10,2015
"204398","Zona_4","Area_8","Sottoarea_40","Prodotto_1","2016-03-28",0,"Zona_4-Area_8-Sottoarea_40",28,2,88,3,2016
"190847","Zona_3","Area_5","Sottoarea_32","Prodotto_2","2014-11-13",0,"Zona_3-Area_5-Sottoarea_32",13,5,317,11,2014
"171237","Zona_25","Area_61","Sottoarea_144","Prodotto_1","2015-12-18",12,"Zona_25-Area_61-Sottoarea_144",18,6,352,12,2015
"12198","Zona_10","Area_25","Sottoarea_29","Prodotto_1","2014-01-18",2,"Zona_10-Area_25-Sottoarea_29",18,7,18,1,2014
"100027","Zona_19","Area_52","Sottoarea_116","Prodotto_1","2016-04-26",4,"Zona_19-Area_52-Sottoarea_116",26,3,117,4,2016
"209341","Zona_5","Area_11","Sottoarea_105","Prodotto_1","2015-06-25",9,"Zona_5-Area_11-Sottoarea_105",25,5,176,6,2015
"220356","Zona_6","Area_13","Sottoarea_50","Prodotto_2","2014-09-03",2,"Zona_6-Area_13-Sottoarea_50",3,4,246,9,2014
"237432","Zona_8","Area_20","Sottoarea_56","Prodotto_1","2016-03-02",0,"Zona_8-Area_20-Sottoarea_56",2,4,62,3,2016
"89959","Zona_18","Area_49","Sottoarea_110","Prodotto_2","2014-12-15",1,"Zona_18-Area_49-Sottoarea_110",15,2,349,12,2014
"18613","Zona_11","Area_29","Sottoarea_45","Prodotto_2","2014-12-09",4,"Zona_11-Area_29-Sottoarea_45",9,3,343,12,2014
"58239","Zona_15","Area_39","Sottoarea_87","Prodotto_1","2016-03-29",4,"Zona_15-Area_39-Sottoarea_87",29,3,89,3,2016
"157818","Zona_23","Area_63","Sottoarea_126","Prodotto_2","2014-12-14",0,"Zona_23-Area_63-Sottoarea_126",14,1,348,12,2014
"71832","Zona_16","Area_43","Sottoarea_49","Prodotto_1","2015-05-07",3,"Zona_16-Area_43-Sottoarea_49",7,5,127,5,2015
"186297","Zona_3","Area_5","Sottoarea_30","Prodotto_1","2014-04-27",0,"Zona_3-Area_5-Sottoarea_30",27,1,117,4,2014
"64472","Zona_16","Area_42","Sottoarea_3","Prodotto_1","2014-04-02",1,"Zona_16-Area_42-Sottoarea_3",2,4,92,4,2014
"198229","Zona_4","Area_7","Sottoarea_36","Prodotto_2","2016-01-09",0,"Zona_4-Area_7-Sottoarea_36",9,7,9,1,2016
"225222","Zona_7","Area_15","Sottoarea_21","Prodotto_1","2016-02-01",7,"Zona_7-Area_15-Sottoarea_21",1,2,32,2,2016
"50056","Zona_14","Area_38","Sottoarea_77","Prodotto_2","2015-04-11",0,"Zona_14-Area_38-Sottoarea_77",11,7,101,4,2015
"1984","Zona_1","Area_1","Sottoarea_6","Prodotto_1","2014-09-01",1,"Zona_1-Area_1-Sottoarea_6",1,2,244,9,2014
"102442","Zona_19","Area_52","Sottoarea_117","Prodotto_2","2015-10-14",0,"Zona_19-Area_52-Sottoarea_117",14,4,287,10,2015
"121886","Zona_20","Area_55","Sottoarea_68","Prodotto_1","2014-03-27",1,"Zona_20-Area_55-Sottoarea_68",27,5,86,3,2014
"247906","Zona_9","Area_28","Sottoarea_62","Prodotto_1","2016-04-05",7,"Zona_9-Area_28-Sottoarea_62",5,3,96,4,2016
"198552","Zona_4","Area_7","Sottoarea_37","Prodotto_1","2014-07-11",8,"Zona_4-Area_7-Sottoarea_37",11,6,192,7,2014
"103136","Zona_19","Area_52","Sottoarea_118","Prodotto_1","2015-04-21",1,"Zona_19-Area_52-Sottoarea_118",21,3,111,4,2015
"211665","Zona_5","Area_9","Sottoarea_80","Prodotto_2","2014-09-12",1,"Zona_5-Area_9-Sottoarea_80",12,6,255,9,2014
"123820","Zona_20","Area_55","Sottoarea_69","Prodotto_1","2014-10-07",4,"Zona_20-Area_55-Sottoarea_69",7,3,280,10,2014
"155418","Zona_23","Area_63","Sottoarea_125","Prodotto_1","2015-07-12",1,"Zona_23-Area_63-Sottoarea_125",12,1,193,7,2015
"233861","Zona_8","Area_19","Sottoarea_54","Prodotto_1","2015-12-02",3,"Zona_8-Area_19-Sottoarea_54",2,4,336,12,2015
"40668","Zona_14","Area_35","Sottoarea_72","Prodotto_1","2015-10-10",0,"Zona_14-Area_35-Sottoarea_72",10,7,283,10,2015
"125377","Zona_20","Area_56","Sottoarea_103","Prodotto_1","2014-04-07",3,"Zona_20-Area_56-Sottoarea_103",7,2,97,4,2014
"49772","Zona_14","Area_38","Sottoarea_77","Prodotto_2","2014-07-01",2,"Zona_14-Area_38-Sottoarea_77",1,3,182,7,2014
"172576","Zona_26","Area_71","Sottoarea_98","Prodotto_1","2014-11-12",4,"Zona_26-Area_71-Sottoarea_98",12,4,316,11,2014
"99359","Zona_19","Area_52","Sottoarea_116","Prodotto_1","2014-06-28",3,"Zona_19-Area_52-Sottoarea_116",28,7,179,6,2014
"194603","Zona_3","Area_6","Sottoarea_34","Prodotto_2","2015-08-16",0,"Zona_3-Area_6-Sottoarea_34",16,1,228,8,2015
"190729","Zona_3","Area_5","Sottoarea_32","Prodotto_2","2014-07-18",0,"Zona_3-Area_5-Sottoarea_32",18,6,199,7,2014
"110813","Zona_2","Area_3","Sottoarea_16","Prodotto_2","2014-11-19",6,"Zona_2-Area_3-Sottoarea_16",19,4,323,11,2014
"75511","Zona_17","Area_45","Sottoarea_13","Prodotto_1","2015-11-22",0,"Zona_17-Area_45-Sottoarea_13",22,1,326,11,2015
"76222","Zona_17","Area_45","Sottoarea_13","Prodotto_2","2015-06-16",10,"Zona_17-Area_45-Sottoarea_13",16,3,167,6,2015
"96006","Zona_18","Area_51","Sottoarea_114","Prodotto_1","2014-11-02",0,"Zona_18-Area_51-Sottoarea_114",2,1,306,11,2014
"162846","Zona_24","Area_65","Sottoarea_129","Prodotto_2","2014-06-05",4,"Zona_24-Area_65-Sottoarea_129",5,5,156,6,2014
"162621","Zona_24","Area_65","Sottoarea_129","Prodotto_1","2016-03-11",12,"Zona_24-Area_65-Sottoarea_129",11,6,71,3,2016
"103279","Zona_19","Area_52","Sottoarea_118","Prodotto_1","2015-09-11",4,"Zona_19-Area_52-Sottoarea_118",11,6,254,9,2015
"40580","Zona_14","Area_35","Sottoarea_72","Prodotto_1","2015-07-14",2,"Zona_14-Area_35-Sottoarea_72",14,3,195,7,2015
"44091","Zona_14","Area_36","Sottoarea_74","Prodotto_1","2015-08-14",3,"Zona_14-Area_36-Sottoarea_74",14,6,226,8,2015
"190545","Zona_3","Area_5","Sottoarea_32","Prodotto_2","2014-01-15",0,"Zona_3-Area_5-Sottoarea_32",15,4,15,1,2014
"33871","Zona_13","Area_34","Sottoarea_64","Prodotto_1","2016-03-21",9,"Zona_13-Area_34-Sottoarea_64",21,2,81,3,2016
